Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2 ,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2 ,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
29.450,38.650,0.477,0.269,0.115,0.086,1.170,0.643,0.272,0.204,0.281,0.159,0.072,0.055
29.450,38.750,0.554,0.311,0.130,0.096,1.365,0.750,0.306,0.224,0.335,0.181,0.077,0.057
29.450,38.850,0.757,0.413,0.158,0.112,1.870,0.987,0.367,0.260,0.459,0.230,0.085,0.062
29.450,38.950,0.953,0.506,0.176,0.121,2.369,1.209,0.411,0.286,0.605,0.285,0.092,0.065
29.450,39.050,0.852,0.448,0.166,0.117,2.152,1.092,0.391,0.276,0.515,0.251,0.090,0.065
29.450,39.150,0.785,0.411,0.156,0.112,1.971,0.996,0.366,0.262,0.466,0.229,0.087,0.064
29.450,39.250,0.697,0.365,0.145,0.105,1.742,0.884,0.335,0.242,0.412,0.206,0.083,0.061
29.450,39.350,0.623,0.325,0.129,0.094,1.554,0.790,0.304,0.220,0.373,0.191,0.080,0.059
29.450,39.450,0.637,0.326,0.119,0.085,1.592,0.790,0.281,0.201,0.395,0.200,0.079,0.058
29.450,39.550,0.646,0.322,0.113,0.080,1.603,0.773,0.263,0.187,0.391,0.198,0.079,0.058
29.450,39.650,0.535,0.280,0.110,0.080,1.316,0.669,0.256,0.185,0.334,0.179,0.077,0.057
29.450,39.750,0.525,0.275,0.111,0.081,1.278,0.653,0.256,0.187,0.328,0.177,0.078,0.058
29.450,39.850,0.524,0.281,0.113,0.082,1.293,0.670,0.262,0.191,0.335,0.184,0.080,0.059
29.450,39.950,0.644,0.325,0.118,0.085,1.600,0.783,0.275,0.197,0.400,0.207,0.083,0.060
29.450,40.050,0.672,0.334,0.120,0.086,1.662,0.800,0.282,0.203,0.420,0.214,0.085,0.061
29.450,40.150,0.584,0.308,0.123,0.089,1.453,0.740,0.288,0.208,0.377,0.207,0.086,0.062
29.450,40.250,0.596,0.322,0.132,0.095,1.471,0.776,0.306,0.219,0.391,0.215,0.090,0.064
29.450,40.350,0.707,0.381,0.147,0.103,1.739,0.906,0.337,0.234,0.463,0.248,0.098,0.067
29.450,40.450,0.753,0.414,0.160,0.110,1.854,0.991,0.374,0.254,0.505,0.275,0.106,0.072
29.450,40.550,0.756,0.436,0.179,0.121,1.886,1.066,0.419,0.285,0.552,0.303,0.115,0.076
29.450,40.650,0.982,0.579,0.221,0.143,2.491,1.410,0.517,0.326,0.717,0.388,0.133,0.081
29.450,40.750,1.020,0.589,0.240,0.148,2.565,1.429,0.564,0.339,0.742,0.392,0.142,0.082
29.450,40.850,0.818,0.478,0.197,0.129,2.047,1.165,0.453,0.300,0.592,0.320,0.118,0.076
29.450,40.950,0.619,0.356,0.148,0.098,1.530,0.859,0.342,0.226,0.434,0.243,0.098,0.064
29.450,41.050,0.520,0.291,0.115,0.076,1.265,0.693,0.270,0.173,0.352,0.203,0.083,0.055
29.450,41.150,0.465,0.251,0.097,0.062,1.128,0.598,0.223,0.144,0.309,0.178,0.075,0.050
29.450,41.250,0.428,0.225,0.083,0.054,1.036,0.533,0.193,0.122,0.285,0.163,0.068,0.045
29.450,41.350,0.428,0.211,0.074,0.048,1.040,0.496,0.168,0.109,0.280,0.155,0.062,0.042
29.450,41.450,0.512,0.206,0.065,0.043,1.231,0.482,0.148,0.096,0.311,0.152,0.058,0.039
29.450,41.550,0.532,0.184,0.057,0.039,1.258,0.428,0.127,0.085,0.325,0.144,0.054,0.036
29.450,41.650,0.337,0.141,0.049,0.034,0.810,0.326,0.110,0.076,0.246,0.126,0.050,0.033
29.450,41.750,0.239,0.113,0.043,0.031,0.568,0.259,0.096,0.067,0.205,0.113,0.045,0.031
29.450,41.850,0.198,0.097,0.039,0.028,0.461,0.219,0.085,0.060,0.182,0.103,0.042,0.029
29.450,41.950,0.175,0.086,0.035,0.025,0.406,0.193,0.077,0.055,0.168,0.095,0.039,0.027
29.450,42.050,0.160,0.077,0.031,0.023,0.368,0.172,0.069,0.050,0.158,0.089,0.037,0.025
29.550,35.250,0.880,0.479,0.191,0.139,2.002,1.060,0.404,0.292,0.585,0.294,0.106,0.075
29.550,35.350,0.877,0.492,0.204,0.149,2.017,1.099,0.426,0.309,0.577,0.300,0.111,0.078
29.550,35.450,0.796,0.456,0.201,0.149,1.823,1.022,0.423,0.311,0.519,0.279,0.109,0.079
29.550,35.550,0.729,0.426,0.193,0.147,1.674,0.951,0.415,0.309,0.475,0.260,0.107,0.078
29.550,35.650,0.700,0.413,0.189,0.146,1.615,0.919,0.412,0.310,0.453,0.249,0.105,0.078
29.550,35.750,0.695,0.410,0.189,0.146,1.610,0.914,0.413,0.312,0.447,0.246,0.105,0.078
29.550,35.850,0.722,0.421,0.193,0.148,1.680,0.947,0.421,0.317,0.464,0.254,0.107,0.079
29.550,35.950,0.795,0.453,0.201,0.150,1.864,1.033,0.435,0.323,0.512,0.274,0.111,0.081
29.550,36.050,0.919,0.517,0.208,0.152,2.224,1.186,0.450,0.327,0.576,0.303,0.115,0.082
29.550,36.150,0.940,0.516,0.203,0.148,2.266,1.183,0.439,0.317,0.578,0.301,0.113,0.081
29.550,36.250,0.706,0.407,0.178,0.134,1.671,0.926,0.397,0.295,0.450,0.248,0.104,0.077
29.550,36.350,0.648,0.364,0.162,0.123,1.517,0.827,0.356,0.272,0.415,0.227,0.097,0.074
29.550,36.450,0.630,0.346,0.153,0.115,1.471,0.787,0.333,0.252,0.401,0.217,0.093,0.070
29.550,36.550,0.633,0.342,0.147,0.111,1.491,0.780,0.321,0.241,0.401,0.215,0.090,0.068
29.550,36.650,0.646,0.345,0.144,0.108,1.537,0.789,0.314,0.234,0.408,0.216,0.089,0.066
29.550,36.750,0.618,0.331,0.139,0.105,1.463,0.758,0.306,0.228,0.391,0.209,0.086,0.065
29.550,36.850,0.601,0.320,0.134,0.103,1.412,0.731,0.299,0.224,0.381,0.203,0.085,0.063
29.550,36.950,0.613,0.327,0.136,0.103,1.452,0.751,0.303,0.225,0.389,0.205,0.084,0.063
29.550,37.050,0.641,0.342,0.142,0.106,1.536,0.794,0.315,0.233,0.406,0.209,0.085,0.063
29.550,37.150,0.712,0.379,0.151,0.111,1.703,0.878,0.338,0.248,0.434,0.219,0.086,0.064
29.550,37.250,0.757,0.404,0.158,0.115,1.814,0.937,0.357,0.260,0.458,0.227,0.088,0.065
29.550,37.350,0.739,0.397,0.158,0.116,1.776,0.923,0.360,0.265,0.448,0.222,0.087,0.064
29.550,37.450,0.722,0.386,0.156,0.115,1.736,0.900,0.355,0.262,0.436,0.216,0.086,0.064
29.550,37.550,0.699,0.375,0.154,0.113,1.687,0.881,0.351,0.260,0.416,0.209,0.085,0.063
29.550,37.650,0.653,0.357,0.149,0.110,1.609,0.853,0.341,0.251,0.390,0.206,0.084,0.063
29.550,37.750,0.734,0.386,0.149,0.109,1.808,0.920,0.343,0.249,0.440,0.219,0.085,0.062
29.550,37.850,0.705,0.370,0.145,0.106,1.743,0.888,0.334,0.242,0.426,0.211,0.083,0.061
29.550,37.950,0.575,0.315,0.133,0.100,1.422,0.764,0.311,0.228,0.332,0.181,0.078,0.059
29.550,38.050,0.539,0.295,0.123,0.092,1.326,0.709,0.291,0.215,0.307,0.170,0.075,0.057
29.550,38.150,0.554,0.296,0.118,0.087,1.367,0.710,0.278,0.206,0.315,0.170,0.073,0.055
29.550,38.250,0.520,0.282,0.114,0.084,1.289,0.675,0.266,0.197,0.297,0.163,0.071,0.054
29.550,38.350,0.488,0.267,0.110,0.082,1.205,0.640,0.257,0.191,0.276,0.156,0.069,0.053
29.550,38.450,0.469,0.257,0.109,0.081,1.158,0.618,0.253,0.189,0.269,0.153,0.068,0.053
29.550,38.550,0.472,0.264,0.112,0.083,1.162,0.631,0.262,0.196,0.274,0.155,0.070,0.054
29.550,38.650,0.507,0.288,0.120,0.089,1.251,0.687,0.285,0.210,0.305,0.168,0.074,0.055
29.550,38.750,0.611,0.340,0.138,0.100,1.525,0.820,0.320,0.231,0.377,0.197,0.079,0.058
29.550,38.850,0.882,0.462,0.163,0.113,2.179,1.107,0.380,0.265,0.553,0.259,0.087,0.062
29.550,38.950,0.856,0.456,0.167,0.117,2.153,1.107,0.393,0.275,0.544,0.260,0.090,0.064
29.550,39.050,0.806,0.422,0.159,0.113,2.023,1.022,0.372,0.265,0.483,0.236,0.087,0.063
29.550,39.150,0.711,0.375,0.148,0.107,1.780,0.907,0.345,0.249,0.424,0.211,0.084,0.062
29.550,39.250,0.671,0.348,0.137,0.100,1.669,0.841,0.320,0.232,0.397,0.198,0.081,0.060
29.550,39.350,0.604,0.314,0.124,0.090,1.504,0.762,0.293,0.212,0.364,0.187,0.079,0.058
29.550,39.450,0.627,0.324,0.116,0.082,1.578,0.789,0.273,0.193,0.388,0.200,0.079,0.058
29.550,39.550,0.682,0.337,0.111,0.078,1.698,0.810,0.258,0.180,0.410,0.207,0.079,0.057
29.550,39.650,0.512,0.270,0.107,0.077,1.272,0.650,0.247,0.177,0.327,0.177,0.077,0.056
29.550,39.750,0.510,0.268,0.108,0.079,1.247,0.640,0.249,0.181,0.326,0.177,0.077,0.057
29.550,39.850,0.549,0.291,0.113,0.081,1.354,0.695,0.261,0.188,0.347,0.188,0.080,0.058
29.550,39.950,0.670,0.335,0.117,0.083,1.656,0.802,0.272,0.194,0.416,0.210,0.082,0.060
29.550,40.050,0.608,0.313,0.117,0.085,1.517,0.751,0.273,0.197,0.383,0.204,0.083,0.060
29.550,40.150,0.522,0.282,0.117,0.086,1.289,0.675,0.274,0.202,0.348,0.195,0.084,0.061
29.550,40.250,0.545,0.296,0.123,0.090,1.338,0.708,0.289,0.209,0.373,0.208,0.088,0.063
29.550,40.350,0.667,0.354,0.138,0.098,1.637,0.844,0.318,0.223,0.446,0.238,0.095,0.066
29.550,40.450,0.688,0.384,0.155,0.108,1.700,0.918,0.357,0.247,0.477,0.261,0.104,0.070
29.550,40.550,0.725,0.421,0.173,0.118,1.809,1.021,0.408,0.278,0.537,0.295,0.113,0.075
29.550,40.650,0.992,0.582,0.218,0.141,2.512,1.415,0.508,0.322,0.725,0.390,0.131,0.080
29.550,40.750,1.071,0.619,0.245,0.147,2.694,1.491,0.571,0.336,0.778,0.409,0.143,0.081
29.550,40.850,0.838,0.492,0.197,0.127,2.110,1.196,0.454,0.295,0.603,0.326,0.117,0.074
29.550,40.950,0.615,0.356,0.147,0.095,1.523,0.858,0.336,0.220,0.433,0.242,0.096,0.062
29.550,41.050,0.518,0.290,0.113,0.074,1.261,0.690,0.265,0.168,0.351,0.203,0.082,0.055
29.550,41.150,0.467,0.252,0.096,0.061,1.132,0.599,0.221,0.141,0.308,0.178,0.075,0.049
29.550,41.250,0.432,0.226,0.083,0.054,1.044,0.537,0.192,0.121,0.285,0.163,0.067,0.045
29.550,41.350,0.425,0.211,0.074,0.047,1.030,0.496,0.167,0.107,0.277,0.154,0.062,0.041
29.550,41.450,0.474,0.200,0.064,0.042,1.141,0.467,0.147,0.095,0.294,0.149,0.058,0.039
29.550,41.550,0.464,0.172,0.056,0.038,1.107,0.400,0.125,0.083,0.295,0.139,0.054,0.036
29.550,41.650,0.306,0.133,0.048,0.034,0.732,0.308,0.108,0.075,0.234,0.123,0.049,0.033
29.550,41.750,0.228,0.109,0.043,0.030,0.541,0.250,0.094,0.066,0.202,0.112,0.045,0.030
29.550,41.850,0.193,0.095,0.039,0.028,0.449,0.215,0.084,0.059,0.182,0.103,0.042,0.029
29.550,41.950,0.172,0.084,0.034,0.025,0.398,0.189,0.076,0.054,0.167,0.094,0.039,0.027
29.550,42.050,0.156,0.075,0.031,0.022,0.357,0.168,0.067,0.049,0.157,0.089,0.037,0.025
29.650,35.250,0.929,0.501,0.193,0.139,2.144,1.113,0.407,0.291,0.610,0.304,0.107,0.075
29.650,35.350,0.888,0.501,0.205,0.149,2.066,1.124,0.429,0.308,0.582,0.303,0.111,0.078
29.650,35.450,0.791,0.456,0.201,0.149,1.817,1.024,0.424,0.311,0.516,0.279,0.109,0.078
29.650,35.550,0.722,0.424,0.192,0.146,1.660,0.945,0.414,0.308,0.470,0.258,0.106,0.078
29.650,35.650,0.692,0.409,0.187,0.144,1.594,0.908,0.408,0.307,0.447,0.246,0.104,0.077
29.650,35.750,0.684,0.403,0.185,0.144,1.581,0.896,0.407,0.307,0.438,0.241,0.103,0.077
29.650,35.850,0.698,0.408,0.187,0.145,1.617,0.910,0.411,0.310,0.445,0.244,0.104,0.077
29.650,35.950,0.757,0.432,0.194,0.148,1.756,0.972,0.423,0.317,0.479,0.257,0.107,0.079
29.650,36.050,0.831,0.472,0.203,0.150,1.983,1.088,0.438,0.322,0.528,0.283,0.111,0.081
29.650,36.150,0.912,0.500,0.199,0.147,2.202,1.148,0.432,0.314,0.575,0.296,0.111,0.080
29.650,36.250,0.717,0.410,0.177,0.133,1.698,0.931,0.393,0.293,0.455,0.247,0.103,0.076
29.650,36.350,0.651,0.363,0.160,0.121,1.518,0.822,0.350,0.267,0.413,0.224,0.095,0.072
29.650,36.450,0.626,0.341,0.150,0.113,1.447,0.769,0.325,0.246,0.395,0.213,0.090,0.068
29.650,36.550,0.610,0.328,0.142,0.108,1.410,0.738,0.309,0.233,0.383,0.206,0.087,0.065
29.650,36.650,0.600,0.320,0.136,0.104,1.390,0.721,0.299,0.225,0.376,0.201,0.085,0.064
29.650,36.750,0.589,0.311,0.131,0.100,1.362,0.701,0.290,0.218,0.368,0.196,0.083,0.062
29.650,36.850,0.581,0.304,0.127,0.097,1.339,0.684,0.284,0.213,0.363,0.192,0.081,0.061
29.650,36.950,0.578,0.303,0.126,0.095,1.338,0.683,0.282,0.212,0.362,0.190,0.080,0.060
29.650,37.050,0.590,0.310,0.129,0.098,1.382,0.707,0.290,0.216,0.371,0.193,0.080,0.060
29.650,37.150,0.671,0.349,0.139,0.104,1.588,0.803,0.311,0.229,0.406,0.204,0.082,0.061
29.650,37.250,0.709,0.374,0.149,0.109,1.693,0.865,0.333,0.244,0.432,0.213,0.083,0.062
29.650,37.350,0.730,0.388,0.155,0.113,1.748,0.901,0.349,0.256,0.441,0.216,0.084,0.063
29.650,37.450,0.721,0.384,0.155,0.114,1.732,0.896,0.352,0.260,0.436,0.214,0.084,0.063
29.650,37.550,0.704,0.377,0.154,0.113,1.700,0.886,0.351,0.259,0.422,0.210,0.084,0.063
29.650,37.650,0.669,0.364,0.149,0.110,1.650,0.868,0.341,0.250,0.403,0.209,0.083,0.062
29.650,37.750,0.712,0.379,0.146,0.106,1.766,0.904,0.334,0.241,0.412,0.213,0.083,0.061
29.650,37.850,0.671,0.353,0.139,0.102,1.660,0.849,0.320,0.232,0.402,0.202,0.080,0.059
29.650,37.950,0.547,0.303,0.128,0.095,1.348,0.731,0.300,0.220,0.313,0.174,0.076,0.057
29.650,38.050,0.558,0.300,0.122,0.090,1.372,0.721,0.288,0.211,0.316,0.171,0.074,0.056
29.650,38.150,0.665,0.330,0.120,0.087,1.644,0.792,0.283,0.205,0.369,0.184,0.074,0.055
29.650,38.250,0.657,0.324,0.117,0.085,1.625,0.782,0.275,0.199,0.394,0.184,0.073,0.054
29.650,38.350,0.572,0.299,0.113,0.082,1.431,0.721,0.265,0.193,0.327,0.172,0.071,0.054
29.650,38.450,0.535,0.276,0.110,0.081,1.311,0.661,0.258,0.190,0.304,0.162,0.070,0.053
29.650,38.550,0.514,0.279,0.114,0.084,1.264,0.666,0.269,0.200,0.301,0.164,0.071,0.054
29.650,38.650,0.593,0.323,0.128,0.093,1.467,0.778,0.300,0.217,0.358,0.186,0.076,0.056
29.650,38.750,0.777,0.411,0.150,0.106,1.890,0.972,0.345,0.243,0.464,0.227,0.082,0.059
29.650,38.850,0.901,0.474,0.165,0.115,2.219,1.130,0.387,0.268,0.558,0.264,0.088,0.062
29.650,38.950,0.764,0.412,0.159,0.113,1.911,0.997,0.373,0.265,0.471,0.235,0.087,0.063
29.650,39.050,0.764,0.399,0.152,0.109,1.905,0.961,0.355,0.254,0.458,0.223,0.085,0.062
29.650,39.150,0.687,0.357,0.142,0.104,1.709,0.865,0.329,0.238,0.409,0.202,0.081,0.060
29.650,39.250,0.631,0.325,0.128,0.094,1.569,0.788,0.302,0.220,0.376,0.188,0.078,0.058
29.650,39.350,0.562,0.293,0.117,0.085,1.400,0.711,0.277,0.202,0.350,0.182,0.077,0.057
29.650,39.450,0.586,0.306,0.112,0.079,1.477,0.744,0.262,0.184,0.368,0.193,0.078,0.057
29.650,39.550,0.662,0.323,0.108,0.076,1.642,0.779,0.250,0.174,0.411,0.204,0.078,0.056
29.650,39.650,0.498,0.264,0.104,0.075,1.245,0.638,0.240,0.172,0.325,0.177,0.076,0.056
29.650,39.750,0.511,0.269,0.107,0.078,1.254,0.645,0.247,0.178,0.331,0.179,0.077,0.057
29.650,39.850,0.607,0.314,0.113,0.081,1.503,0.753,0.263,0.187,0.379,0.198,0.080,0.058
29.650,39.950,0.709,0.347,0.116,0.082,1.733,0.825,0.270,0.191,0.434,0.215,0.082,0.059
29.650,40.050,0.560,0.294,0.114,0.083,1.382,0.702,0.264,0.191,0.356,0.195,0.082,0.059
29.650,40.150,0.499,0.267,0.112,0.083,1.223,0.637,0.260,0.193,0.336,0.189,0.082,0.060
29.650,40.250,0.506,0.275,0.116,0.085,1.241,0.656,0.271,0.199,0.356,0.200,0.085,0.061
29.650,40.350,0.667,0.340,0.130,0.092,1.624,0.809,0.301,0.213,0.443,0.233,0.092,0.064
29.650,40.450,0.681,0.372,0.150,0.105,1.672,0.887,0.343,0.239,0.470,0.255,0.102,0.069
29.650,40.550,0.690,0.406,0.169,0.116,1.725,0.980,0.399,0.272,0.519,0.288,0.111,0.074
29.650,40.650,0.997,0.588,0.220,0.140,2.527,1.434,0.511,0.320,0.730,0.395,0.131,0.080
29.650,40.750,1.135,0.659,0.261,0.148,2.851,1.597,0.599,0.336,0.832,0.438,0.149,0.081
29.650,40.850,0.868,0.515,0.197,0.121,2.201,1.248,0.453,0.285,0.629,0.340,0.117,0.072
29.650,40.950,0.613,0.357,0.143,0.090,1.524,0.861,0.330,0.211,0.436,0.244,0.095,0.061
29.650,41.050,0.520,0.292,0.112,0.072,1.264,0.693,0.261,0.163,0.352,0.203,0.082,0.054
29.650,41.150,0.471,0.254,0.095,0.060,1.143,0.604,0.220,0.138,0.309,0.178,0.074,0.048
29.650,41.250,0.439,0.230,0.083,0.053,1.063,0.545,0.192,0.119,0.286,0.163,0.067,0.044
29.650,41.350,0.425,0.213,0.074,0.047,1.028,0.499,0.167,0.106,0.275,0.153,0.062,0.041
29.650,41.450,0.437,0.195,0.063,0.042,1.052,0.455,0.146,0.093,0.278,0.146,0.057,0.038
29.650,41.550,0.384,0.160,0.055,0.038,0.920,0.373,0.123,0.082,0.267,0.135,0.053,0.035
29.650,41.650,0.281,0.128,0.048,0.033,0.668,0.296,0.107,0.074,0.225,0.121,0.048,0.032
29.650,41.750,0.220,0.107,0.042,0.030,0.519,0.244,0.093,0.065,0.199,0.111,0.045,0.030
29.650,41.850,0.189,0.093,0.038,0.027,0.440,0.211,0.083,0.059,0.181,0.103,0.042,0.028
29.650,41.950,0.169,0.083,0.034,0.024,0.391,0.186,0.075,0.054,0.166,0.094,0.039,0.026
29.650,42.050,0.151,0.074,0.030,0.022,0.346,0.164,0.066,0.047,0.156,0.088,0.036,0.024
29.750,35.250,0.946,0.512,0.194,0.139,2.198,1.140,0.408,0.291,0.617,0.308,0.107,0.075
29.750,35.350,0.943,0.528,0.207,0.149,2.218,1.183,0.434,0.308,0.609,0.315,0.112,0.078
29.750,35.450,0.802,0.464,0.203,0.149,1.856,1.048,0.428,0.312,0.525,0.284,0.110,0.078
29.750,35.550,0.726,0.427,0.193,0.146,1.672,0.954,0.416,0.308,0.473,0.260,0.106,0.077
29.750,35.650,0.683,0.405,0.185,0.142,1.573,0.898,0.405,0.304,0.445,0.245,0.104,0.076
29.750,35.750,0.671,0.397,0.182,0.141,1.549,0.880,0.402,0.304,0.433,0.238,0.102,0.076
29.750,35.850,0.686,0.402,0.184,0.143,1.589,0.894,0.406,0.307,0.436,0.239,0.103,0.077
29.750,35.950,0.728,0.419,0.190,0.146,1.689,0.940,0.416,0.312,0.457,0.248,0.105,0.078
29.750,36.050,0.790,0.445,0.195,0.147,1.854,1.013,0.424,0.315,0.499,0.266,0.108,0.079
29.750,36.150,0.833,0.461,0.192,0.143,1.986,1.055,0.417,0.307,0.533,0.277,0.107,0.078
29.750,36.250,0.726,0.409,0.175,0.131,1.713,0.925,0.385,0.289,0.456,0.245,0.101,0.075
29.750,36.350,0.656,0.363,0.159,0.120,1.526,0.819,0.346,0.262,0.413,0.222,0.093,0.070
29.750,36.450,0.627,0.340,0.148,0.112,1.444,0.762,0.320,0.242,0.393,0.210,0.088,0.066
29.750,36.550,0.606,0.324,0.139,0.106,1.393,0.724,0.303,0.228,0.377,0.201,0.085,0.064
29.750,36.650,0.593,0.313,0.132,0.101,1.359,0.699,0.291,0.219,0.367,0.195,0.082,0.062
29.750,36.750,0.583,0.305,0.126,0.096,1.334,0.679,0.280,0.212,0.359,0.189,0.080,0.060
29.750,36.850,0.575,0.298,0.123,0.093,1.315,0.664,0.271,0.206,0.353,0.185,0.078,0.059
29.750,36.950,0.569,0.294,0.120,0.091,1.303,0.656,0.266,0.204,0.350,0.183,0.077,0.058
29.750,37.050,0.569,0.295,0.121,0.091,1.312,0.663,0.269,0.205,0.353,0.183,0.077,0.058
29.750,37.150,0.604,0.313,0.127,0.096,1.417,0.714,0.287,0.214,0.374,0.190,0.078,0.058
29.750,37.250,0.684,0.353,0.140,0.104,1.620,0.814,0.312,0.229,0.412,0.203,0.080,0.060
29.750,37.350,0.727,0.384,0.151,0.111,1.736,0.888,0.340,0.248,0.436,0.212,0.082,0.061
29.750,37.450,0.723,0.385,0.154,0.113,1.738,0.898,0.350,0.257,0.438,0.214,0.083,0.062
29.750,37.550,0.715,0.383,0.155,0.114,1.731,0.901,0.354,0.260,0.432,0.214,0.084,0.062
29.750,37.650,0.670,0.367,0.151,0.111,1.651,0.875,0.346,0.253,0.403,0.208,0.083,0.061
29.750,37.750,0.730,0.389,0.147,0.106,1.811,0.925,0.336,0.241,0.431,0.218,0.083,0.060
29.750,37.850,0.692,0.363,0.137,0.100,1.715,0.869,0.317,0.228,0.411,0.206,0.079,0.058
29.750,37.950,0.533,0.298,0.126,0.093,1.314,0.716,0.295,0.216,0.304,0.171,0.075,0.056
29.750,38.050,0.524,0.291,0.121,0.089,1.297,0.700,0.286,0.209,0.297,0.167,0.074,0.055
29.750,38.150,0.621,0.323,0.121,0.088,1.558,0.785,0.286,0.206,0.354,0.182,0.074,0.055
29.750,38.250,0.704,0.356,0.122,0.086,1.770,0.860,0.286,0.202,0.396,0.196,0.074,0.054
29.750,38.350,0.702,0.354,0.119,0.084,1.762,0.854,0.279,0.197,0.422,0.200,0.073,0.054
29.750,38.450,0.543,0.288,0.113,0.082,1.356,0.695,0.265,0.193,0.320,0.169,0.071,0.053
29.750,38.550,0.540,0.288,0.117,0.086,1.328,0.691,0.275,0.203,0.324,0.170,0.072,0.054
29.750,38.650,0.641,0.349,0.135,0.097,1.582,0.833,0.314,0.225,0.381,0.196,0.077,0.057
29.750,38.750,0.924,0.481,0.160,0.110,2.264,1.138,0.370,0.255,0.570,0.264,0.085,0.060
29.750,38.850,0.835,0.454,0.167,0.116,2.072,1.092,0.390,0.270,0.498,0.248,0.087,0.062
29.750,38.950,0.701,0.380,0.152,0.110,1.757,0.918,0.354,0.255,0.428,0.216,0.084,0.061
29.750,39.050,0.701,0.368,0.145,0.105,1.752,0.889,0.336,0.243,0.421,0.207,0.081,0.060
29.750,39.150,0.664,0.344,0.135,0.099,1.653,0.832,0.316,0.229,0.393,0.194,0.079,0.059
29.750,39.250,0.606,0.312,0.123,0.090,1.508,0.755,0.291,0.212,0.363,0.183,0.077,0.057
29.750,39.350,0.550,0.288,0.113,0.081,1.372,0.697,0.265,0.191,0.350,0.182,0.076,0.056
29.750,39.450,0.614,0.315,0.110,0.077,1.553,0.769,0.256,0.178,0.392,0.199,0.077,0.056
29.750,39.550,0.630,0.317,0.107,0.075,1.581,0.767,0.248,0.172,0.392,0.200,0.077,0.056
29.750,39.650,0.497,0.268,0.105,0.075,1.246,0.648,0.242,0.171,0.328,0.179,0.076,0.055
29.750,39.750,0.537,0.286,0.108,0.078,1.322,0.681,0.250,0.178,0.345,0.185,0.077,0.057
29.750,39.850,0.719,0.354,0.115,0.081,1.752,0.839,0.267,0.186,0.440,0.215,0.081,0.058
29.750,39.950,0.677,0.339,0.115,0.081,1.662,0.806,0.266,0.187,0.416,0.210,0.081,0.058
29.750,40.050,0.531,0.280,0.110,0.081,1.302,0.665,0.255,0.185,0.342,0.188,0.080,0.059
29.750,40.150,0.489,0.258,0.109,0.081,1.191,0.614,0.250,0.185,0.330,0.185,0.081,0.059
29.750,40.250,0.486,0.264,0.112,0.082,1.190,0.627,0.259,0.190,0.345,0.195,0.083,0.060
29.750,40.350,0.650,0.331,0.125,0.089,1.583,0.786,0.292,0.207,0.432,0.228,0.090,0.063
29.750,40.450,0.718,0.379,0.148,0.104,1.744,0.899,0.338,0.234,0.486,0.258,0.101,0.068
29.750,40.550,0.685,0.408,0.169,0.116,1.718,0.986,0.401,0.271,0.522,0.290,0.111,0.074
29.750,40.650,1.075,0.631,0.229,0.142,2.723,1.551,0.538,0.325,0.784,0.421,0.135,0.080
29.750,40.750,1.170,0.684,0.275,0.148,2.951,1.667,0.626,0.336,0.854,0.455,0.154,0.080
29.750,40.850,0.855,0.510,0.190,0.114,2.177,1.242,0.442,0.266,0.624,0.340,0.116,0.070
29.750,40.950,0.606,0.353,0.138,0.086,1.505,0.853,0.320,0.200,0.432,0.243,0.094,0.059
29.750,41.050,0.521,0.292,0.111,0.069,1.267,0.694,0.258,0.159,0.351,0.202,0.081,0.053
29.750,41.150,0.477,0.257,0.095,0.059,1.157,0.610,0.220,0.135,0.309,0.178,0.074,0.048
29.750,41.250,0.450,0.234,0.083,0.053,1.093,0.558,0.193,0.118,0.287,0.163,0.067,0.044
29.750,41.350,0.437,0.217,0.074,0.046,1.060,0.511,0.167,0.105,0.277,0.154,0.061,0.040
29.750,41.450,0.418,0.193,0.063,0.041,1.006,0.452,0.145,0.092,0.270,0.145,0.057,0.038
29.750,41.550,0.335,0.154,0.055,0.037,0.810,0.358,0.122,0.081,0.248,0.132,0.053,0.035
29.750,41.650,0.260,0.124,0.047,0.033,0.620,0.288,0.106,0.073,0.218,0.120,0.048,0.032
29.750,41.750,0.214,0.106,0.042,0.030,0.503,0.241,0.093,0.065,0.197,0.110,0.045,0.030
29.750,41.850,0.187,0.092,0.038,0.027,0.434,0.209,0.082,0.058,0.181,0.103,0.042,0.028
29.750,41.950,0.167,0.082,0.034,0.024,0.386,0.184,0.074,0.053,0.168,0.095,0.039,0.026
29.750,42.050,0.146,0.072,0.030,0.021,0.333,0.160,0.064,0.046,0.154,0.087,0.035,0.024
29.850,35.250,0.876,0.486,0.191,0.137,2.049,1.094,0.404,0.288,0.576,0.295,0.105,0.074
29.850,35.350,1.060,0.576,0.211,0.149,2.487,1.286,0.441,0.309,0.671,0.338,0.114,0.078
29.850,35.450,0.841,0.487,0.206,0.150,1.983,1.108,0.435,0.313,0.552,0.295,0.111,0.079
29.850,35.550,0.733,0.432,0.195,0.147,1.695,0.970,0.419,0.309,0.480,0.264,0.107,0.077
29.850,35.650,0.684,0.406,0.186,0.142,1.578,0.903,0.406,0.304,0.446,0.246,0.104,0.076
