Longitude,Latitude,PGA (g) - %2,PGA (g) - %10,PGA (g) - %50,PGA (g) - %68,SS (g) - %2 ,SS (g) - %10,SS (g) - %50,SS (g) - %68,S1 (g) - %2 ,S1 (g) - %10,S1 (g) - %50,S1 (g) - %68
32.850,38.950,0.359,0.164,0.050,0.033,0.852,0.381,0.114,0.077,0.189,0.084,0.029,0.021
32.850,39.050,0.365,0.166,0.051,0.034,0.865,0.386,0.116,0.078,0.191,0.086,0.030,0.021
32.850,39.150,0.369,0.167,0.052,0.035,0.876,0.390,0.119,0.080,0.201,0.095,0.036,0.025
32.850,39.250,0.359,0.163,0.053,0.036,0.856,0.380,0.119,0.081,0.204,0.100,0.038,0.027
32.850,39.350,0.342,0.159,0.053,0.037,0.822,0.371,0.119,0.082,0.202,0.103,0.040,0.028
32.850,39.450,0.339,0.159,0.054,0.038,0.811,0.371,0.121,0.084,0.202,0.106,0.042,0.030
32.850,39.550,0.330,0.158,0.055,0.039,0.785,0.367,0.123,0.086,0.200,0.108,0.043,0.031
32.850,39.650,0.317,0.154,0.055,0.039,0.748,0.356,0.124,0.087,0.198,0.109,0.045,0.032
32.850,39.750,0.305,0.151,0.056,0.040,0.718,0.347,0.125,0.089,0.202,0.113,0.047,0.034
32.850,39.850,0.298,0.149,0.057,0.041,0.702,0.343,0.128,0.092,0.207,0.117,0.049,0.036
32.850,39.950,0.296,0.150,0.059,0.042,0.698,0.347,0.132,0.095,0.215,0.122,0.052,0.038
32.850,40.050,0.298,0.154,0.061,0.044,0.705,0.356,0.139,0.100,0.226,0.129,0.055,0.039
32.850,40.150,0.302,0.159,0.065,0.047,0.718,0.370,0.147,0.106,0.241,0.138,0.057,0.041
32.850,40.250,0.310,0.167,0.070,0.051,0.737,0.389,0.156,0.112,0.260,0.148,0.061,0.043
32.850,40.350,0.324,0.179,0.076,0.055,0.777,0.419,0.170,0.121,0.286,0.160,0.065,0.046
32.850,40.450,0.360,0.202,0.084,0.060,0.865,0.471,0.192,0.136,0.321,0.178,0.072,0.050
32.850,40.550,0.428,0.239,0.100,0.070,1.039,0.568,0.225,0.158,0.378,0.206,0.079,0.054
32.850,40.650,0.528,0.305,0.125,0.086,1.299,0.728,0.290,0.200,0.456,0.246,0.092,0.061
32.850,40.750,0.766,0.448,0.179,0.120,1.910,1.090,0.416,0.279,0.610,0.326,0.114,0.074
32.850,40.850,1.022,0.598,0.256,0.157,2.580,1.446,0.589,0.358,0.777,0.412,0.147,0.084
32.850,40.950,1.043,0.609,0.262,0.160,2.630,1.471,0.602,0.367,0.791,0.419,0.150,0.086
32.850,41.050,0.813,0.473,0.193,0.131,2.033,1.148,0.443,0.301,0.642,0.341,0.118,0.077
32.850,41.150,0.620,0.348,0.145,0.101,1.530,0.834,0.329,0.229,0.506,0.266,0.099,0.066
32.850,41.250,0.519,0.284,0.114,0.079,1.266,0.671,0.263,0.181,0.424,0.223,0.085,0.057
32.850,41.350,0.469,0.248,0.097,0.067,1.139,0.588,0.222,0.153,0.369,0.197,0.076,0.052
32.850,41.450,0.437,0.228,0.086,0.058,1.056,0.538,0.200,0.133,0.327,0.176,0.069,0.047
32.850,41.550,0.423,0.218,0.080,0.054,1.017,0.511,0.182,0.120,0.298,0.163,0.064,0.044
32.850,41.650,0.418,0.212,0.075,0.049,1.000,0.496,0.170,0.111,0.279,0.153,0.060,0.041
32.850,41.750,0.412,0.208,0.071,0.045,0.984,0.483,0.161,0.104,0.264,0.146,0.057,0.039
32.850,41.850,0.402,0.201,0.066,0.042,0.958,0.467,0.152,0.095,0.253,0.139,0.054,0.037
32.850,41.950,0.386,0.191,0.061,0.039,0.920,0.445,0.141,0.087,0.245,0.133,0.051,0.034
32.850,42.050,0.360,0.176,0.056,0.035,0.859,0.411,0.125,0.079,0.241,0.128,0.048,0.031
32.850,42.150,0.322,0.159,0.050,0.032,0.780,0.370,0.111,0.071,0.243,0.125,0.044,0.029
32.850,42.250,0.397,0.168,0.044,0.029,0.955,0.391,0.099,0.063,0.284,0.130,0.042,0.027
32.850,42.350,0.646,0.212,0.040,0.026,1.564,0.486,0.089,0.056,0.417,0.147,0.040,0.025
32.850,42.450,0.670,0.217,0.036,0.023,1.626,0.495,0.079,0.050,0.408,0.145,0.037,0.023
32.850,42.550,0.437,0.161,0.032,0.020,1.065,0.369,0.069,0.043,0.288,0.120,0.033,0.020
32.850,42.650,0.288,0.117,0.027,0.017,0.680,0.265,0.058,0.036,0.219,0.101,0.029,0.017
32.850,42.750,0.204,0.086,0.020,0.012,0.472,0.193,0.043,0.027,0.168,0.072,0.018,0.011
32.950,34.250,0.558,0.317,0.130,0.093,1.262,0.703,0.279,0.197,0.331,0.178,0.064,0.043
32.950,34.350,0.658,0.370,0.149,0.104,1.512,0.823,0.309,0.215,0.397,0.209,0.072,0.047
32.950,34.450,0.851,0.450,0.164,0.111,1.904,0.983,0.338,0.230,0.527,0.257,0.079,0.051
32.950,34.550,0.829,0.454,0.169,0.115,1.884,1.001,0.351,0.238,0.502,0.257,0.082,0.053
32.950,34.650,0.725,0.412,0.164,0.114,1.661,0.912,0.343,0.237,0.431,0.229,0.080,0.053
32.950,34.750,0.645,0.373,0.156,0.111,1.480,0.829,0.328,0.231,0.381,0.207,0.076,0.052
32.950,34.850,0.594,0.342,0.148,0.106,1.346,0.763,0.312,0.224,0.346,0.189,0.073,0.050
32.950,34.950,0.559,0.320,0.138,0.101,1.254,0.703,0.296,0.214,0.323,0.176,0.069,0.048
32.950,35.050,0.532,0.301,0.129,0.094,1.191,0.658,0.279,0.205,0.309,0.167,0.065,0.046
32.950,35.150,0.518,0.289,0.120,0.088,1.160,0.626,0.259,0.190,0.306,0.162,0.062,0.044
32.950,35.250,0.545,0.287,0.114,0.083,1.226,0.620,0.243,0.177,0.320,0.161,0.060,0.042
32.950,35.350,0.605,0.287,0.107,0.078,1.365,0.618,0.227,0.165,0.348,0.162,0.058,0.040
32.950,35.450,0.509,0.256,0.099,0.073,1.143,0.554,0.211,0.154,0.300,0.149,0.055,0.039
32.950,35.550,0.439,0.228,0.090,0.066,0.970,0.490,0.194,0.144,0.267,0.136,0.052,0.037
32.950,35.650,0.402,0.208,0.083,0.061,0.877,0.444,0.177,0.131,0.246,0.126,0.048,0.034
32.950,35.750,0.373,0.191,0.077,0.057,0.813,0.409,0.163,0.121,0.230,0.118,0.045,0.032
32.950,35.850,0.351,0.177,0.072,0.053,0.765,0.380,0.152,0.113,0.217,0.111,0.043,0.031
32.950,35.950,0.333,0.166,0.066,0.049,0.726,0.356,0.143,0.106,0.206,0.105,0.041,0.029
32.950,36.050,0.318,0.158,0.062,0.046,0.695,0.339,0.134,0.101,0.194,0.100,0.039,0.028
32.950,36.150,0.306,0.153,0.060,0.044,0.675,0.330,0.128,0.096,0.184,0.095,0.037,0.027
32.950,36.250,0.305,0.150,0.057,0.042,0.676,0.327,0.124,0.091,0.177,0.091,0.035,0.025
32.950,36.350,0.295,0.145,0.055,0.040,0.658,0.316,0.118,0.086,0.169,0.086,0.033,0.023
32.950,36.450,0.283,0.137,0.052,0.038,0.629,0.301,0.111,0.081,0.161,0.081,0.031,0.022
32.950,36.550,0.270,0.130,0.048,0.035,0.603,0.286,0.105,0.077,0.154,0.078,0.029,0.021
32.950,36.650,0.259,0.124,0.045,0.033,0.581,0.272,0.099,0.073,0.148,0.074,0.028,0.020
32.950,36.750,0.251,0.118,0.043,0.031,0.563,0.261,0.094,0.069,0.142,0.071,0.027,0.019
32.950,36.850,0.244,0.114,0.041,0.030,0.549,0.252,0.089,0.065,0.136,0.068,0.025,0.018
32.950,36.950,0.238,0.111,0.039,0.028,0.537,0.244,0.085,0.062,0.131,0.065,0.024,0.018
32.950,37.050,0.228,0.106,0.038,0.027,0.515,0.234,0.082,0.059,0.126,0.063,0.024,0.017
32.950,37.150,0.222,0.104,0.036,0.026,0.507,0.231,0.080,0.058,0.123,0.061,0.023,0.017
32.950,37.250,0.230,0.105,0.036,0.026,0.529,0.236,0.079,0.057,0.122,0.061,0.023,0.017
32.950,37.350,0.233,0.106,0.035,0.025,0.540,0.239,0.078,0.056,0.121,0.060,0.023,0.016
32.950,37.450,0.238,0.107,0.035,0.025,0.555,0.243,0.078,0.055,0.121,0.060,0.022,0.016
32.950,37.550,0.241,0.108,0.035,0.024,0.564,0.246,0.078,0.055,0.121,0.059,0.022,0.016
32.950,37.650,0.239,0.108,0.035,0.024,0.563,0.247,0.078,0.055,0.119,0.059,0.022,0.016
32.950,37.750,0.238,0.108,0.035,0.024,0.561,0.247,0.078,0.055,0.118,0.059,0.022,0.016
32.950,37.850,0.237,0.107,0.035,0.024,0.560,0.247,0.079,0.055,0.118,0.059,0.023,0.016
32.950,37.950,0.235,0.107,0.035,0.024,0.557,0.246,0.079,0.055,0.118,0.060,0.023,0.016
32.950,38.050,0.234,0.106,0.035,0.024,0.555,0.246,0.079,0.055,0.120,0.060,0.023,0.017
32.950,38.150,0.234,0.107,0.035,0.024,0.558,0.247,0.079,0.056,0.122,0.061,0.023,0.017
32.950,38.250,0.241,0.109,0.035,0.025,0.576,0.253,0.081,0.056,0.128,0.063,0.024,0.017
32.950,38.350,0.256,0.113,0.037,0.025,0.610,0.264,0.083,0.058,0.137,0.065,0.024,0.017
32.950,38.450,0.284,0.124,0.039,0.027,0.670,0.289,0.088,0.060,0.149,0.069,0.025,0.018
32.950,38.550,0.313,0.139,0.041,0.028,0.742,0.321,0.094,0.063,0.163,0.073,0.026,0.018
32.950,38.650,0.343,0.151,0.044,0.029,0.814,0.348,0.100,0.067,0.180,0.078,0.027,0.019
32.950,38.750,0.350,0.157,0.046,0.030,0.832,0.363,0.106,0.070,0.186,0.080,0.027,0.019
32.950,38.850,0.348,0.159,0.048,0.032,0.827,0.367,0.109,0.073,0.184,0.082,0.028,0.020
32.950,38.950,0.355,0.161,0.049,0.033,0.843,0.374,0.112,0.075,0.187,0.083,0.029,0.020
32.950,39.050,0.355,0.162,0.050,0.033,0.847,0.377,0.115,0.077,0.190,0.085,0.030,0.021
32.950,39.150,0.361,0.163,0.052,0.035,0.862,0.382,0.117,0.079,0.200,0.095,0.035,0.025
32.950,39.250,0.351,0.161,0.053,0.036,0.845,0.378,0.119,0.081,0.204,0.101,0.038,0.027
32.950,39.350,0.348,0.162,0.054,0.037,0.841,0.380,0.121,0.083,0.206,0.104,0.040,0.028
32.950,39.450,0.353,0.166,0.055,0.038,0.849,0.388,0.124,0.085,0.209,0.108,0.042,0.030
32.950,39.550,0.353,0.167,0.056,0.039,0.843,0.390,0.127,0.088,0.209,0.111,0.044,0.031
32.950,39.650,0.329,0.161,0.057,0.040,0.784,0.374,0.129,0.090,0.204,0.111,0.046,0.033
32.950,39.750,0.314,0.157,0.058,0.041,0.746,0.363,0.130,0.092,0.204,0.114,0.047,0.034
32.950,39.850,0.308,0.155,0.059,0.042,0.730,0.360,0.133,0.095,0.210,0.118,0.050,0.036
32.950,39.950,0.308,0.158,0.061,0.044,0.733,0.367,0.138,0.100,0.219,0.124,0.053,0.038
32.950,40.050,0.314,0.163,0.064,0.046,0.753,0.381,0.146,0.105,0.231,0.131,0.055,0.040
32.950,40.150,0.322,0.170,0.068,0.049,0.776,0.398,0.153,0.109,0.246,0.140,0.058,0.041
32.950,40.250,0.329,0.177,0.073,0.053,0.793,0.416,0.163,0.116,0.264,0.150,0.061,0.043
32.950,40.350,0.338,0.187,0.078,0.056,0.815,0.437,0.175,0.124,0.289,0.162,0.066,0.046
32.950,40.450,0.377,0.208,0.086,0.061,0.909,0.488,0.196,0.139,0.325,0.180,0.072,0.050
32.950,40.550,0.503,0.251,0.100,0.070,1.200,0.593,0.225,0.158,0.409,0.213,0.080,0.055
32.950,40.650,0.586,0.312,0.122,0.085,1.420,0.741,0.284,0.196,0.476,0.250,0.091,0.061
32.950,40.750,0.748,0.428,0.168,0.114,1.851,1.029,0.393,0.262,0.595,0.316,0.110,0.072
32.950,40.850,1.119,0.648,0.235,0.150,2.835,1.583,0.546,0.341,0.849,0.448,0.138,0.083
32.950,40.950,1.114,0.645,0.259,0.160,2.819,1.575,0.596,0.366,0.841,0.442,0.150,0.087
32.950,41.050,0.839,0.489,0.201,0.137,2.108,1.185,0.457,0.312,0.669,0.353,0.121,0.079
32.950,41.150,0.673,0.375,0.154,0.108,1.648,0.892,0.353,0.246,0.534,0.279,0.103,0.069
32.950,41.250,0.540,0.295,0.119,0.084,1.314,0.698,0.278,0.194,0.439,0.230,0.087,0.059
32.950,41.350,0.478,0.253,0.102,0.070,1.157,0.599,0.229,0.159,0.378,0.201,0.077,0.053
32.950,41.450,0.442,0.231,0.088,0.060,1.066,0.545,0.205,0.138,0.332,0.179,0.071,0.048
32.950,41.550,0.424,0.219,0.081,0.054,1.018,0.512,0.184,0.122,0.302,0.164,0.065,0.044
32.950,41.650,0.413,0.210,0.075,0.050,0.989,0.491,0.170,0.112,0.281,0.154,0.061,0.041
32.950,41.750,0.403,0.203,0.070,0.046,0.961,0.472,0.160,0.104,0.264,0.146,0.057,0.039
32.950,41.850,0.389,0.194,0.065,0.042,0.926,0.452,0.150,0.096,0.251,0.138,0.054,0.037
32.950,41.950,0.371,0.184,0.061,0.039,0.885,0.429,0.139,0.087,0.242,0.132,0.051,0.034
32.950,42.050,0.353,0.173,0.056,0.036,0.841,0.403,0.125,0.080,0.238,0.127,0.048,0.032
32.950,42.150,0.331,0.160,0.050,0.032,0.794,0.372,0.112,0.072,0.242,0.125,0.045,0.029
32.950,42.250,0.369,0.163,0.045,0.029,0.892,0.379,0.100,0.064,0.271,0.128,0.042,0.028
32.950,42.350,0.597,0.203,0.041,0.026,1.442,0.466,0.090,0.057,0.388,0.144,0.040,0.025
32.950,42.450,0.677,0.220,0.037,0.023,1.640,0.503,0.080,0.051,0.414,0.147,0.038,0.023
32.950,42.550,0.466,0.168,0.032,0.021,1.136,0.387,0.071,0.044,0.301,0.123,0.034,0.021
32.950,42.650,0.302,0.122,0.028,0.017,0.719,0.278,0.060,0.038,0.226,0.103,0.029,0.017
32.950,42.750,0.212,0.090,0.021,0.013,0.495,0.203,0.045,0.028,0.177,0.076,0.019,0.011
32.950,42.850,0.159,0.070,0.017,0.010,0.367,0.154,0.037,0.022,0.147,0.062,0.015,0.009
33.050,34.250,0.591,0.333,0.135,0.095,1.345,0.743,0.286,0.200,0.353,0.188,0.066,0.044
33.050,34.350,0.689,0.386,0.151,0.105,1.578,0.854,0.314,0.217,0.415,0.217,0.074,0.048
33.050,34.450,0.876,0.462,0.166,0.112,1.960,1.009,0.342,0.231,0.548,0.265,0.080,0.051
33.050,34.550,0.837,0.458,0.170,0.115,1.904,1.012,0.352,0.238,0.508,0.260,0.082,0.053
33.050,34.650,0.733,0.416,0.164,0.114,1.678,0.920,0.344,0.237,0.436,0.231,0.080,0.053
33.050,34.750,0.654,0.376,0.156,0.111,1.501,0.835,0.329,0.231,0.387,0.209,0.076,0.052
33.050,34.850,0.601,0.345,0.148,0.107,1.363,0.769,0.312,0.224,0.351,0.191,0.073,0.050
33.050,34.950,0.564,0.321,0.139,0.102,1.265,0.708,0.296,0.214,0.326,0.177,0.069,0.048
33.050,35.050,0.535,0.303,0.129,0.094,1.198,0.660,0.278,0.204,0.312,0.168,0.065,0.045
33.050,35.150,0.522,0.290,0.120,0.088,1.169,0.629,0.258,0.189,0.310,0.163,0.062,0.043
33.050,35.250,0.580,0.295,0.114,0.082,1.314,0.640,0.242,0.176,0.339,0.165,0.060,0.042
33.050,35.350,0.617,0.291,0.107,0.077,1.400,0.626,0.226,0.164,0.352,0.163,0.057,0.040
33.050,35.450,0.486,0.249,0.097,0.072,1.092,0.539,0.208,0.152,0.290,0.145,0.054,0.038
33.050,35.550,0.423,0.220,0.088,0.065,0.928,0.472,0.189,0.140,0.258,0.132,0.051,0.036
33.050,35.650,0.389,0.201,0.081,0.060,0.846,0.429,0.172,0.128,0.239,0.123,0.047,0.034
33.050,35.750,0.363,0.185,0.075,0.055,0.790,0.397,0.159,0.118,0.224,0.115,0.044,0.032
33.050,35.850,0.342,0.172,0.069,0.052,0.744,0.368,0.148,0.110,0.211,0.108,0.042,0.030
33.050,35.950,0.324,0.161,0.064,0.047,0.706,0.345,0.138,0.104,0.200,0.103,0.040,0.029
33.050,36.050,0.309,0.153,0.060,0.045,0.677,0.329,0.130,0.097,0.189,0.097,0.038,0.028
33.050,36.150,0.297,0.148,0.058,0.042,0.655,0.319,0.124,0.092,0.179,0.092,0.036,0.026
33.050,36.250,0.294,0.145,0.055,0.040,0.652,0.315,0.119,0.087,0.171,0.088,0.034,0.024
33.050,36.350,0.284,0.139,0.053,0.038,0.633,0.304,0.113,0.083,0.163,0.083,0.032,0.023
33.050,36.450,0.271,0.131,0.049,0.036,0.607,0.289,0.107,0.078,0.155,0.079,0.030,0.021
33.050,36.550,0.260,0.124,0.046,0.033,0.582,0.274,0.101,0.074,0.149,0.075,0.028,0.020
33.050,36.650,0.250,0.118,0.043,0.031,0.562,0.261,0.095,0.069,0.143,0.072,0.027,0.020
33.050,36.750,0.242,0.114,0.041,0.030,0.546,0.251,0.090,0.065,0.137,0.069,0.026,0.019
33.050,36.850,0.237,0.110,0.039,0.028,0.535,0.243,0.085,0.062,0.132,0.066,0.025,0.018
33.050,36.950,0.233,0.107,0.038,0.027,0.527,0.237,0.082,0.059,0.127,0.063,0.024,0.017
33.050,37.050,0.227,0.104,0.036,0.026,0.515,0.232,0.079,0.057,0.123,0.061,0.023,0.017
33.050,37.150,0.226,0.104,0.035,0.025,0.519,0.232,0.078,0.056,0.121,0.060,0.023,0.016
33.050,37.250,0.228,0.104,0.034,0.024,0.527,0.233,0.077,0.055,0.119,0.059,0.022,0.016
33.050,37.350,0.230,0.104,0.034,0.024,0.534,0.235,0.076,0.054,0.118,0.059,0.022,0.016
33.050,37.450,0.239,0.105,0.033,0.024,0.559,0.239,0.076,0.054,0.120,0.058,0.022,0.016
33.050,37.550,0.244,0.106,0.033,0.023,0.571,0.241,0.076,0.053,0.121,0.058,0.022,0.016
33.050,37.650,0.239,0.106,0.033,0.023,0.564,0.242,0.076,0.053,0.118,0.058,0.022,0.016
33.050,37.750,0.234,0.105,0.033,0.023,0.553,0.241,0.076,0.053,0.116,0.058,0.022,0.016
33.050,37.850,0.232,0.104,0.033,0.023,0.549,0.240,0.076,0.053,0.115,0.058,0.022,0.016
33.050,37.950,0.230,0.104,0.033,0.023,0.545,0.239,0.076,0.053,0.116,0.058,0.022,0.016
33.050,38.050,0.228,0.103,0.033,0.023,0.541,0.238,0.076,0.053,0.117,0.059,0.022,0.016
33.050,38.150,0.227,0.103,0.033,0.023,0.541,0.239,0.077,0.054,0.119,0.060,0.023,0.016
33.050,38.250,0.231,0.105,0.034,0.024,0.551,0.244,0.078,0.054,0.124,0.061,0.023,0.017
33.050,38.350,0.245,0.111,0.036,0.025,0.583,0.257,0.081,0.056,0.132,0.064,0.024,0.017
33.050,38.450,0.281,0.124,0.038,0.026,0.662,0.287,0.086,0.059,0.146,0.068,0.024,0.017
33.050,38.550,0.307,0.136,0.040,0.027,0.725,0.314,0.092,0.062,0.159,0.072,0.025,0.018
33.050,38.650,0.323,0.145,0.043,0.029,0.766,0.333,0.098,0.065,0.170,0.076,0.026,0.019
33.050,38.750,0.332,0.150,0.044,0.030,0.790,0.345,0.103,0.068,0.177,0.078,0.027,0.019
33.050,38.850,0.336,0.152,0.046,0.031,0.801,0.353,0.106,0.071,0.181,0.080,0.027,0.019
33.050,38.950,0.346,0.156,0.048,0.032,0.827,0.363,0.109,0.073,0.186,0.083,0.028,0.020
33.050,39.050,0.339,0.156,0.049,0.033,0.820,0.366,0.112,0.076,0.189,0.085,0.029,0.021
33.050,39.150,0.347,0.160,0.051,0.034,0.839,0.375,0.116,0.078,0.200,0.095,0.035,0.025
33.050,39.250,0.349,0.162,0.053,0.036,0.846,0.380,0.119,0.081,0.207,0.102,0.038,0.027
33.050,39.350,0.363,0.167,0.054,0.038,0.876,0.394,0.123,0.084,0.214,0.106,0.040,0.029
33.050,39.450,0.393,0.176,0.056,0.039,0.937,0.411,0.127,0.087,0.226,0.111,0.042,0.030
33.050,39.550,0.398,0.181,0.058,0.040,0.944,0.421,0.132,0.091,0.224,0.115,0.045,0.032
33.050,39.650,0.360,0.174,0.059,0.042,0.860,0.405,0.135,0.094,0.212,0.115,0.046,0.034
33.050,39.750,0.342,0.168,0.060,0.043,0.815,0.393,0.137,0.097,0.211,0.116,0.048,0.035
33.050,39.850,0.333,0.166,0.062,0.044,0.795,0.388,0.141,0.100,0.215,0.120,0.050,0.037
33.050,39.950,0.337,0.170,0.064,0.046,0.808,0.399,0.146,0.104,0.225,0.127,0.053,0.038
33.050,40.050,0.354,0.180,0.067,0.048,0.854,0.422,0.153,0.109,0.240,0.136,0.056,0.040
33.050,40.150,0.373,0.192,0.072,0.051,0.903,0.448,0.162,0.114,0.258,0.146,0.059,0.042
33.050,40.250,0.383,0.201,0.077,0.055,0.926,0.469,0.172,0.121,0.276,0.155,0.063,0.044
33.050,40.350,0.367,0.203,0.081,0.058,0.896,0.475,0.184,0.129,0.295,0.165,0.067,0.047
33.050,40.450,0.389,0.216,0.088,0.062,0.947,0.510,0.203,0.143,0.327,0.182,0.073,0.051
33.050,40.550,0.468,0.249,0.101,0.071,1.135,0.589,0.227,0.160,0.389,0.209,0.080,0.055
33.050,40.650,0.568,0.304,0.120,0.084,1.377,0.721,0.278,0.193,0.467,0.246,0.090,0.061
33.050,40.750,0.731,0.410,0.159,0.109,1.802,0.979,0.367,0.248,0.592,0.310,0.108,0.070
33.050,40.850,1.053,0.608,0.223,0.145,2.651,1.482,0.515,0.329,0.816,0.427,0.133,0.082
33.050,40.950,1.092,0.629,0.255,0.160,2.746,1.512,0.588,0.366,0.849,0.438,0.149,0.087
33.050,41.050,0.875,0.510,0.207,0.142,2.200,1.232,0.473,0.323,0.702,0.368,0.124,0.080
33.050,41.150,0.706,0.397,0.162,0.114,1.729,0.940,0.376,0.264,0.558,0.290,0.106,0.072
33.050,41.250,0.575,0.311,0.126,0.089,1.399,0.739,0.294,0.207,0.460,0.238,0.089,0.061
33.050,41.350,0.493,0.263,0.105,0.074,1.193,0.620,0.239,0.166,0.389,0.206,0.079,0.055
33.050,41.450,0.449,0.236,0.091,0.062,1.084,0.556,0.209,0.143,0.338,0.182,0.072,0.049
33.050,41.550,0.426,0.220,0.082,0.055,1.024,0.516,0.187,0.125,0.305,0.166,0.065,0.045
33.050,41.650,0.411,0.210,0.076,0.050,0.983,0.489,0.171,0.113,0.283,0.155,0.061,0.042
33.050,41.750,0.396,0.200,0.070,0.046,0.944,0.465,0.159,0.105,0.264,0.146,0.057,0.039
33.050,41.850,0.378,0.189,0.065,0.042,0.901,0.440,0.149,0.096,0.250,0.138,0.054,0.037
33.050,41.950,0.359,0.179,0.060,0.039,0.858,0.417,0.137,0.088,0.241,0.132,0.051,0.035
33.050,42.050,0.344,0.169,0.056,0.036,0.821,0.395,0.125,0.080,0.237,0.127,0.048,0.032
33.050,42.150,0.330,0.160,0.051,0.033,0.792,0.371,0.113,0.073,0.240,0.125,0.045,0.030
33.050,42.250,0.354,0.160,0.045,0.029,0.857,0.371,0.102,0.065,0.264,0.127,0.043,0.028
33.050,42.350,0.559,0.197,0.041,0.027,1.345,0.452,0.091,0.058,0.363,0.142,0.040,0.026
33.050,42.450,0.687,0.225,0.037,0.024,1.663,0.514,0.082,0.052,0.421,0.149,0.038,0.023
33.050,42.550,0.499,0.176,0.033,0.021,1.211,0.406,0.072,0.045,0.318,0.127,0.034,0.021
33.050,42.650,0.316,0.127,0.028,0.018,0.759,0.290,0.061,0.039,0.233,0.106,0.030,0.018
33.050,42.750,0.221,0.094,0.022,0.014,0.518,0.210,0.049,0.030,0.186,0.084,0.022,0.013
33.050,42.850,0.164,0.072,0.017,0.011,0.381,0.159,0.038,0.023,0.150,0.063,0.015,0.009
33.150,34.350,0.797,0.428,0.157,0.107,1.795,0.938,0.323,0.220,0.485,0.243,0.076,0.049
33.150,34.450,0.906,0.479,0.168,0.113,2.040,1.048,0.345,0.232,0.569,0.277,0.081,0.052
33.150,34.550,0.823,0.452,0.169,0.115,1.872,1.000,0.350,0.237,0.498,0.256,0.082,0.053
33.150,34.650,0.733,0.414,0.163,0.114,1.672,0.914,0.341,0.236,0.437,0.231,0.079,0.053
33.150,34.750,0.660,0.377,0.156,0.110,1.512,0.836,0.327,0.231,0.392,0.210,0.076,0.051
33.150,34.850,0.608,0.347,0.148,0.106,1.377,0.772,0.312,0.223,0.355,0.192,0.072,0.049
33.150,34.950,0.568,0.323,0.139,0.101,1.276,0.710,0.296,0.214,0.329,0.178,0.068,0.047
33.150,35.050,0.539,0.304,0.129,0.094,1.205,0.663,0.278,0.203,0.314,0.168,0.065,0.045
33.150,35.150,0.529,0.292,0.120,0.087,1.188,0.635,0.257,0.188,0.315,0.164,0.062,0.043
33.150,35.250,0.612,0.303,0.114,0.082,1.397,0.657,0.242,0.175,0.357,0.169,0.059,0.041
33.150,35.350,0.616,0.292,0.106,0.077,1.401,0.629,0.224,0.162,0.351,0.163,0.057,0.040
33.150,35.450,0.475,0.245,0.096,0.070,1.066,0.530,0.206,0.151,0.285,0.143,0.053,0.038
33.150,35.550,0.415,0.216,0.087,0.064,0.908,0.462,0.185,0.138,0.252,0.129,0.050,0.035
33.150,35.650,0.381,0.196,0.079,0.059,0.828,0.419,0.169,0.125,0.233,0.120,0.046,0.033
33.150,35.750,0.355,0.181,0.074,0.054,0.773,0.387,0.156,0.115,0.219,0.112,0.044,0.031
33.150,35.850,0.335,0.168,0.067,0.050,0.729,0.359,0.145,0.108,0.207,0.106,0.041,0.030
33.150,35.950,0.317,0.157,0.062,0.046,0.693,0.337,0.134,0.101,0.195,0.100,0.039,0.028
33.150,36.050,0.303,0.149,0.059,0.043,0.664,0.322,0.126,0.094,0.185,0.095,0.037,0.027
33.150,36.150,0.291,0.144,0.056,0.041,0.644,0.313,0.121,0.089,0.174,0.090,0.035,0.025
33.150,36.250,0.288,0.141,0.054,0.039,0.643,0.309,0.116,0.085,0.167,0.086,0.033,0.024
33.150,36.350,0.278,0.135,0.051,0.037,0.624,0.298,0.110,0.081,0.159,0.081,0.031,0.022
33.150,36.450,0.265,0.128,0.047,0.034,0.596,0.283,0.104,0.076,0.151,0.077,0.029,0.021
33.150,36.550,0.253,0.121,0.044,0.032,0.572,0.267,0.097,0.071,0.145,0.073,0.028,0.020
33.150,36.650,0.244,0.115,0.042,0.030,0.552,0.254,0.091,0.067,0.138,0.070,0.027,0.019
33.150,36.750,0.237,0.110,0.040,0.029,0.537,0.245,0.086,0.063,0.133,0.067,0.026,0.019
33.150,36.850,0.232,0.107,0.038,0.027,0.527,0.238,0.083,0.060,0.129,0.065,0.025,0.018
33.150,36.950,0.229,0.105,0.036,0.026,0.522,0.233,0.079,0.057,0.124,0.062,0.024,0.017
33.150,37.050,0.228,0.104,0.035,0.025,0.522,0.231,0.077,0.056,0.121,0.061,0.023,0.017
33.150,37.150,0.236,0.105,0.034,0.024,0.544,0.235,0.076,0.054,0.120,0.059,0.022,0.016
33.150,37.250,0.228,0.103,0.033,0.024,0.529,0.232,0.075,0.053,0.117,0.058,0.022,0.016
33.150,37.350,0.226,0.102,0.033,0.023,0.529,0.231,0.074,0.052,0.115,0.057,0.021,0.015
33.150,37.450,0.234,0.103,0.032,0.023,0.549,0.234,0.073,0.052,0.117,0.057,0.021,0.015
33.150,37.550,0.238,0.103,0.032,0.023,0.559,0.236,0.073,0.051,0.117,0.057,0.021,0.015
33.150,37.650,0.236,0.104,0.032,0.022,0.558,0.238,0.073,0.051,0.116,0.057,0.021,0.015
